<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
HYDR,D,20220221,000000,0.7452000,0.7680000,0.6285000,0.6550000,2970805000
HYDR,D,20220222,000000,0.6540000,0.7524000,0.6160000,0.7379000,2427133000
HYDR,D,20220224,000000,0.6989000,0.6989000,0.5532000,0.6186000,890850000
HYDR,D,20220225,000000,0.6477000,0.7200000,0.6120000,0.6542000,837551000
HYDR,D,20220324,000000,0.6605000,0.6980000,0.6600000,0.6815000,592631000
HYDR,D,20220325,000000,0.6900000,0.6975000,0.6795000,0.6795000,134012000
HYDR,D,20220328,000000,0.6796000,0.6800000,0.6301000,0.6303000,88662000
HYDR,D,20220329,000000,0.6303000,0.6404000,0.5650000,0.6200000,261018000
HYDR,D,20220330,000000,0.6280000,0.6500000,0.6103000,0.6455000,164630000
HYDR,D,20220331,000000,0.6501000,0.7169000,0.6467000,0.7135000,215079000
HYDR,D,20220401,000000,0.7120000,0.7700000,0.7114000,0.7665000,352516000
HYDR,D,20220404,000000,0.7640000,0.7887000,0.7500000,0.7550000,510794000
HYDR,D,20220405,000000,0.7555000,0.7599000,0.7110000,0.7500000,621237000
HYDR,D,20220406,000000,0.7476000,0.7800000,0.7354000,0.7770000,573653000
HYDR,D,20220407,000000,0.7720000,0.7880000,0.7700000,0.7800000,255929000
HYDR,D,20220408,000000,0.7800000,0.7820000,0.7520000,0.7800000,331526000
HYDR,D,20220411,000000,0.7806000,0.7850000,0.7610000,0.7702000,180305000
HYDR,D,20220412,000000,0.7710000,0.7915000,0.7630000,0.7915000,314355000
HYDR,D,20220413,000000,0.7927000,0.7950000,0.7800000,0.7810000,67754000
HYDR,D,20220414,000000,0.7772000,0.7790000,0.7600000,0.7699000,183247000
HYDR,D,20220415,000000,0.7635000,0.7900000,0.7620000,0.7900000,106397000
HYDR,D,20220418,000000,0.7900000,0.7977000,0.7800000,0.7807000,63392000
HYDR,D,20220419,000000,0.7799000,0.7950000,0.7653000,0.7928000,221468000
HYDR,D,20220420,000000,0.7927000,0.7979000,0.7883000,0.7921000,115610000
HYDR,D,20220421,000000,0.7910000,0.7975000,0.7636000,0.7830000,136205000
HYDR,D,20220422,000000,0.7799000,0.7851000,0.7681000,0.7747000,66991000
HYDR,D,20220425,000000,0.7726000,0.7817000,0.7660000,0.7815000,63990000
HYDR,D,20220426,000000,0.7815000,0.7920000,0.7725000,0.7900000,301292000
HYDR,D,20220427,000000,0.7900000,0.7960000,0.7850000,0.7870000,168061000
HYDR,D,20220428,000000,0.7867000,0.8020000,0.7751000,0.7970000,406388000
HYDR,D,20220429,000000,0.8000000,0.8110000,0.7964000,0.8026000,137391000
HYDR,D,20220504,000000,0.8027000,0.8108000,0.7904000,0.8000000,62805000
HYDR,D,20220505,000000,0.8011000,0.8074000,0.8000000,0.8000000,40899000
HYDR,D,20220506,000000,0.8006000,0.8039000,0.7950000,0.8000000,87993000
HYDR,D,20220511,000000,0.8003000,0.8066000,0.7900000,0.8000000,122057000
HYDR,D,20220512,000000,0.8032000,0.8042000,0.7920000,0.8010000,92420000
HYDR,D,20220513,000000,0.8000000,0.8020000,0.7810000,0.8000000,62186000
HYDR,D,20220516,000000,0.7965000,0.8051000,0.7870000,0.8008000,47957000
HYDR,D,20220517,000000,0.8008000,0.8075000,0.8000000,0.8000000,51422000
HYDR,D,20220518,000000,0.8010000,0.8050000,0.7960000,0.8000000,64620000
HYDR,D,20220519,000000,0.7977000,0.8020000,0.7906000,0.7945000,30184000
HYDR,D,20220520,000000,0.7995000,0.7998000,0.7712000,0.7780000,68197000
HYDR,D,20220523,000000,0.7810000,0.7836000,0.7407000,0.7464000,77719000
HYDR,D,20220524,000000,0.7465000,0.7586000,0.7216000,0.7472000,101696000
HYDR,D,20220525,000000,0.7500000,0.7575000,0.7473000,0.7500000,65524000
HYDR,D,20220526,000000,0.7501000,0.7970000,0.7500000,0.7916000,88597000
HYDR,D,20220527,000000,0.7910000,0.8000000,0.7909000,0.7969000,59249000
HYDR,D,20220530,000000,0.7996000,0.8110000,0.7985000,0.7995000,89977000
HYDR,D,20220531,000000,0.7990000,0.8020000,0.7830000,0.8020000,82697000
HYDR,D,20220601,000000,0.8022000,0.8223000,0.8020000,0.8223000,158248000
HYDR,D,20220602,000000,0.8223000,0.8300000,0.7810000,0.7975000,213500000
HYDR,D,20220603,000000,0.7975000,0.8560000,0.7811000,0.8540000,1008912000
HYDR,D,20220606,000000,0.8550000,0.8590000,0.8050000,0.8200000,373548000
HYDR,D,20220607,000000,0.8153000,0.8219000,0.7978000,0.8150000,112741000
HYDR,D,20220608,000000,0.8181000,0.8350000,0.8153000,0.8203000,132784000
HYDR,D,20220609,000000,0.8247000,0.8248000,0.8010000,0.8065000,100914000
HYDR,D,20220610,000000,0.8070000,0.8183000,0.7919000,0.7945000,84058000
HYDR,D,20220614,000000,0.8060000,0.8080000,0.7677000,0.7770000,454703000
HYDR,D,20220615,000000,0.7968000,0.8000000,0.7711000,0.7863000,277975000
HYDR,D,20220616,000000,0.7862000,0.7960000,0.7805000,0.7920000,126154000
HYDR,D,20220617,000000,0.7927000,0.7946000,0.7810000,0.7850000,68125000
HYDR,D,20220620,000000,0.7890000,0.8030000,0.7842000,0.8030000,122419000
HYDR,D,20220621,000000,0.8040000,0.8080000,0.7970000,0.7972000,70817000
HYDR,D,20220622,000000,0.8016000,0.8100000,0.7975000,0.8006000,77154000
HYDR,D,20220623,000000,0.8015000,0.8030000,0.7907000,0.7998000,45803000
HYDR,D,20220624,000000,0.7994000,0.8068000,0.7952000,0.8020000,51118000
HYDR,D,20220627,000000,0.8021000,0.8115000,0.8006000,0.8099000,67179000
HYDR,D,20220628,000000,0.8099000,0.8144000,0.7985000,0.8001000,82746000
HYDR,D,20220629,000000,0.7995000,0.8030000,0.7840000,0.8005000,70594000
HYDR,D,20220630,000000,0.8028000,0.8040000,0.7789000,0.7846000,185684000
HYDR,D,20220701,000000,0.7846000,0.8074000,0.7781000,0.8001000,175190000
HYDR,D,20220704,000000,0.8040000,0.8073000,0.7950000,0.7998000,74313000
HYDR,D,20220705,000000,0.7983000,0.8026000,0.7906000,0.8004000,98954000
HYDR,D,20220706,000000,0.8004000,0.8069000,0.7928000,0.8052000,137050000
HYDR,D,20220707,000000,0.7568000,0.7989000,0.7482000,0.7970000,427178000
HYDR,D,20220708,000000,0.7902000,0.8030000,0.7863000,0.8030000,122168000
HYDR,D,20220711,000000,0.7972000,0.8030000,0.7942000,0.8025000,86390000
HYDR,D,20220712,000000,0.7995000,0.8069000,0.7905000,0.8010000,110346000
HYDR,D,20220713,000000,0.7986000,0.8010000,0.7905000,0.7941000,56099000
HYDR,D,20220714,000000,0.7920000,0.7936000,0.7800000,0.7893000,71332000
HYDR,D,20220715,000000,0.7894000,0.7981000,0.7830000,0.7980000,52793000
HYDR,D,20220718,000000,0.7914000,0.7990000,0.7718000,0.7777000,74037000
HYDR,D,20220719,000000,0.7818000,0.7868000,0.7500000,0.7598000,82225000
HYDR,D,20220720,000000,0.7600000,0.7700000,0.7465000,0.7505000,73140000
HYDR,D,20220721,000000,0.7510000,0.7520000,0.7232000,0.7328000,88242000
HYDR,D,20220722,000000,0.7328000,0.7500000,0.7301000,0.7420000,63184000
HYDR,D,20220725,000000,0.7451000,0.7743000,0.7437000,0.7703000,147178000
HYDR,D,20220726,000000,0.7730000,0.7898000,0.7650000,0.7870000,147872000
HYDR,D,20220727,000000,0.7894000,0.7973000,0.7713000,0.7738000,93412000
HYDR,D,20220728,000000,0.7742000,0.7900000,0.7560000,0.7619000,120835000
HYDR,D,20220729,000000,0.7719000,0.7836000,0.7635000,0.7701000,155771000
HYDR,D,20220801,000000,0.7650000,0.7769000,0.7500000,0.7500000,87264000
HYDR,D,20220802,000000,0.7502000,0.7635000,0.7444000,0.7500000,84868000
HYDR,D,20220803,000000,0.7499000,0.7569000,0.7410000,0.7447000,58307000
HYDR,D,20220804,000000,0.7447000,0.7460000,0.7272000,0.7277000,72880000
HYDR,D,20220805,000000,0.7296000,0.7350000,0.7200000,0.7220000,82648000
HYDR,D,20220808,000000,0.7401000,0.7575000,0.7345000,0.7517000,183115000
HYDR,D,20220809,000000,0.7517000,0.7568000,0.7500000,0.7550000,65141000
HYDR,D,20220810,000000,0.7568000,0.7680000,0.7560000,0.7613000,67296000
HYDR,D,20220811,000000,0.7649000,0.7669000,0.7498000,0.7498000,68068000
HYDR,D,20220812,000000,0.7493000,0.8140000,0.7440000,0.8010000,777976000
HYDR,D,20220815,000000,0.7997000,0.8045000,0.7785000,0.7846000,259886000
HYDR,D,20220816,000000,0.7861000,0.8031000,0.7847000,0.7947000,103496000
HYDR,D,20220817,000000,0.7925000,0.8095000,0.7920000,0.8080000,133879000
HYDR,D,20220818,000000,0.8083000,0.8099000,0.7931000,0.7952000,71790000
HYDR,D,20220819,000000,0.7944000,0.7985000,0.7871000,0.7983000,70574000
HYDR,D,20220822,000000,0.7960000,0.8053000,0.7943000,0.8000000,113939000
HYDR,D,20220823,000000,0.7994000,0.8200000,0.7980000,0.8108000,193094000
HYDR,D,20220824,000000,0.8108000,0.8199000,0.8000000,0.8000000,116145000
HYDR,D,20220825,000000,0.8026000,0.8131000,0.8000000,0.8112000,89857000
HYDR,D,20220826,000000,0.8120000,0.8188000,0.8114000,0.8169000,68614000
HYDR,D,20220829,000000,0.8171000,0.8275000,0.7995000,0.8025000,229016000
HYDR,D,20220830,000000,0.8011000,0.8098000,0.7995000,0.8000000,102175000
HYDR,D,20220831,000000,0.8031000,0.8150000,0.8000000,0.8004000,116007000
HYDR,D,20220901,000000,0.8027000,0.8037000,0.7863000,0.8000000,123131000
HYDR,D,20220902,000000,0.7993000,0.8050000,0.7992000,0.8029000,52479000
HYDR,D,20220905,000000,0.7970000,0.8100000,0.7901000,0.8036000,114401000
HYDR,D,20220906,000000,0.8068000,0.8149000,0.8000000,0.8030000,143719000
HYDR,D,20220907,000000,0.8027000,0.8046000,0.7990000,0.8003000,95645000
HYDR,D,20220908,000000,0.8016000,0.8017000,0.7892000,0.7900000,144560000
HYDR,D,20220909,000000,0.7939000,0.7940000,0.7810000,0.7868000,148971000
HYDR,D,20220912,000000,0.7887000,0.7916000,0.7850000,0.7888000,98672000
HYDR,D,20220913,000000,0.7904000,0.8000000,0.7870000,0.7945000,107967000
HYDR,D,20220914,000000,0.7945000,0.8050000,0.7913000,0.8009000,112783000
HYDR,D,20220915,000000,0.8015000,0.8120000,0.7990000,0.8030000,100072000
HYDR,D,20220916,000000,0.8012000,0.8051000,0.7952000,0.7990000,45248000
HYDR,D,20220919,000000,0.7989000,0.8040000,0.7850000,0.7894000,57143000
HYDR,D,20220920,000000,0.7920000,0.7920000,0.7442000,0.7634000,208512000
HYDR,D,20220921,000000,0.7446000,0.7830000,0.7232000,0.7450000,288046000
HYDR,D,20220922,000000,0.7458000,0.7652000,0.7301000,0.7452000,416588000
HYDR,D,20220923,000000,0.7461000,0.7494000,0.7005000,0.7203000,274637000
HYDR,D,20220926,000000,0.7072000,0.7149000,0.6460000,0.6740000,498039000
HYDR,D,20220927,000000,0.6850000,0.7038000,0.6733000,0.6948000,332721000
HYDR,D,20220928,000000,0.6824000,0.7115000,0.6811000,0.6868000,433807000
HYDR,D,20220929,000000,0.6946000,0.6989000,0.6730000,0.6856000,467769000
HYDR,D,20220930,000000,0.6891000,0.7020000,0.6609000,0.6906000,466343000
HYDR,D,20221003,000000,0.6899000,0.6920000,0.6700000,0.6851000,531521000
HYDR,D,20221004,000000,0.6889000,0.6900000,0.6661000,0.6698000,188090000
HYDR,D,20221005,000000,0.6695000,0.6737000,0.6480000,0.6613000,251356000
HYDR,D,20221006,000000,0.6614000,0.6620000,0.6506000,0.6541000,157608000
HYDR,D,20221007,000000,0.6550000,0.6582000,0.6350000,0.6363000,127181000
HYDR,D,20221010,000000,0.6232000,0.6825000,0.6232000,0.6804000,287233000
HYDR,D,20221011,000000,0.6842000,0.7174000,0.6809000,0.7011000,423711000
HYDR,D,20221012,000000,0.7050000,0.7083000,0.6822000,0.6906000,152976000
HYDR,D,20221013,000000,0.6906000,0.6978000,0.6830000,0.6852000,146731000
HYDR,D,20221014,000000,0.6865000,0.6916000,0.6753000,0.6863000,119232000
HYDR,D,20221017,000000,0.6917000,0.7180000,0.6890000,0.7137000,148748000
HYDR,D,20221018,000000,0.7149000,0.7194000,0.6955000,0.7085000,172533000
HYDR,D,20221019,000000,0.7098000,0.7173000,0.7000000,0.7173000,180217000
HYDR,D,20221020,000000,0.7200000,0.7610000,0.7180000,0.7362000,465654000
HYDR,D,20221021,000000,0.7374000,0.7470000,0.7270000,0.7453000,109220000
